Account Number,First name,Middle Name,Last name,Date of birth,Joint account or not,Joint Account Number
1234500901,Enzo,Thomas,Serra,1986-03-21,yes,1234552944
1234500902,Fortunata,Louise,Riva,1979-06-15,yes,1234553423
1234500903,Lorenzo,David,Bruno,1992-02-29,no,
1234500904,Isira,Rose,Negri,1982-05-19,no,
1234500905,Dott.,Jane,Sandro,1995-06-07,yes,1234559896
1234500906,Gianleonardo,Louise,De,1991-04-11,yes,1234551211
1234500907,Mietta,Jane,Ferraro,1991-10-31,yes,1234552957
1234500908,Amerigo,Rose,Vitalba,1996-02-12,yes,1234559396
1234500909,Quirino,Grace,Bruno,1985-05-16,no,
1234500910,Jacopo,Jane,Riva,1990-08-07,yes,1234551176
1234500911,Damiana,Rose,Gentile,1981-09-13,no,
1234500912,Nestore,James,Marvin,1981-09-19,yes,1234556444
1234500913,Rosaria,Thomas,Gatti,1976-06-15,no,
1234500914,Eliziario,James,Tosca,1990-08-13,no,
1234500915,Danthon,Thomas,Rossi,1986-07-25,yes,1234559572
1234500916,Mietta,Jane,Sanna,1979-06-29,yes,1234551143
1234500917,Marco,Louise,Mazza,1979-06-02,yes,1234555639
1234500918,Augusto,Thomas,Gallo,1990-05-17,yes,1234552330
1234500919,Maruska,John,Moretti,1976-06-18,yes,1234553571
1234500920,Olo,Louise,Rossetti,1976-12-14,no,
1234500921,Irene,Thomas,Galli,1987-08-25,no,
1234500922,Tancredi,William,Ferrari,1983-12-20,yes,1234550717
1234500923,Sig.,David,Siro,1982-03-26,yes,1234551373
1234500924,Emilia,David,Bianchi,1990-10-01,yes,1234559450
1234500925,Giorgio,Rose,Marchetti,1989-07-19,yes,1234552195
1234500926,Dott.,John,Abramo,1976-02-16,yes,1234550326
1234500927,Sig.ra,James,Vienna,1997-02-24,yes,1234550744
1234500928,Sasha,Grace,Barbieri,1998-11-11,no,
1234500929,Maria,David,Testa,1994-03-14,no,
1234500930,Nico,Jane,Caruso,1977-07-04,no,
1234500931,Manfredi,John,Bianchi,1991-02-23,yes,1234550127
1234500932,Lucia,John,Leone,1978-07-06,no,
1234500933,Cosetta,John,Barone,1977-08-23,yes,1234552834
1234500934,Carmela,Thomas,Barone,1992-02-22,no,
1234500935,Domingo,Rose,Damico,1979-04-18,no,
1234500936,Omar,Grace,Edvige,1979-11-29,no,
1234500937,Egisto,David,Loredana,1981-12-02,yes,1234552651
1234500938,Joshua,Grace,Fiore,1975-10-12,no,
1234500939,Albino,John,Conte,1993-02-23,yes,1234556018
1234500940,Giulio,William,Fontana,1985-05-26,yes,1234554545
1234500941,Filomena,Grace,Marini,1980-08-22,yes,1234559336
1234500942,Jelena,Louise,De,1989-03-25,yes,1234552766
1234500943,Dott.,William,Martini,1994-06-08,yes,1234551564
1234500944,Rosalino,John,Moretti,1993-11-10,yes,1234551516
1234500945,Ethan,Grace,Ettore,1988-05-06,yes,1234556981
1234500946,Mercedes,Louise,Cira,1979-02-13,no,
1234500947,Ione,William,Vitali,1989-10-10,yes,1234558487
1234500948,Max,John,Palumbo,1985-08-28,yes,1234558424
1234500949,Lino,William,Basile,1990-09-23,yes,1234558667
1234500950,Sig.ra,Rose,Fontana,1983-04-16,no,
1234500951,Samira,James,Fabbri,1981-10-18,no,
1234500952,Ubaldo,William,Gastone,1981-06-02,no,
1234500953,Prisca,Jane,Pellegrino,1979-07-21,no,
1234500954,Alighieri,John,Messina,1975-03-02,yes,1234551945
1234500955,Naomi,Grace,Carmela,1985-06-04,no,
1234500956,Maggiore,Rose,Riva,1983-09-17,yes,1234551477
1234500957,Olo,Thomas,Parisi,1981-11-17,no,
1234500958,Dott.,Jane,Testa,1995-12-08,no,
1234500959,Osea,David,Galli,1976-09-28,yes,1234551217
1234500960,Karim,John,Benedetti,1996-05-16,no,
1234500961,Mietta,Rose,Marino,1975-10-28,no,
1234500962,Sig.,William,Bernardi,1983-06-02,yes,1234558331
1234500963,Dott.,Louise,Mariani,1981-06-19,yes,1234555561
1234500964,Sig.,Thomas,Palmieri,1979-01-07,no,
1234500965,Gabriele,William,Lombardo,1983-05-13,no,
1234500966,Ubaldo,John,Zaccaria,1997-03-08,no,
1234500967,Dott.,William,Neri,1989-07-24,yes,1234552833
1234500968,Samira,Grace,Sorrentino,1977-01-14,yes,1234555871
1234500969,Sig.,John,Cira,1978-11-04,no,
1234500970,Ilario,Thomas,Leone,1978-12-01,no,
1234500971,Sig.ra,Jane,Lisa,1990-03-08,yes,1234550631
1234500972,Avide,Jane,Piras,1987-11-22,yes,1234550355
1234500973,Lidia,Rose,Ferrara,1998-10-04,no,
1234500974,Akira,Grace,Rizzi,1986-10-24,yes,1234559569
1234500975,Luna,William,Benedetti,1978-12-02,yes,1234555015
1234500976,Ercole,Thomas,Ferraro,1985-09-22,no,
1234500977,Renzo,Louise,Pellegrini,1995-01-11,yes,1234557510
1234500978,Arduino,David,Ferraro,1979-08-27,yes,1234553648
1234500979,Furio,Rose,Coppola,1985-03-25,no,
1234500980,Sig.,Thomas,De,1988-08-31,yes,1234554080
1234500981,Sig.ra,Thomas,Ricci,1975-05-04,yes,1234555303
1234500982,Dott.,David,Artes,1980-05-05,no,
1234500983,Maristella,Jane,Mancini,1997-12-05,yes,1234558105
1234500984,Dott.,Grace,Rizzo,1990-09-22,yes,1234559368
1234500985,Nayade,Louise,Irene,1991-12-25,no,
1234500986,Luna,Thomas,Gianmarco,1997-05-20,no,
1234500987,Sig.,Grace,Silvestri,1996-04-29,yes,1234554537
1234500988,Domingo,William,Grassi,1978-01-12,yes,1234556619
1234500989,Sig.ra,John,Davis,1977-07-28,no,
1234500990,Ione,Louise,Rossetti,1978-05-31,yes,1234553486
1234500991,Sig.,James,Egisto,1985-05-17,no,
1234500992,Fiorenzo,Louise,Bianco,1988-01-18,no,
1234500993,Sig.,Louise,Oretta,1993-09-05,yes,1234553805
1234500994,Sig.ra,William,Monti,1988-04-17,no,
1234500995,Sig.,David,Bianco,1980-03-13,no,
1234500996,Evangelista,James,Flavio,1996-07-31,yes,1234554843
1234500997,Dott.,Louise,Filomena,1989-01-14,yes,1234554385
1234500998,Joseph,James,Gentile,1978-10-28,yes,1234552393
1234500999,Ethan,David,Orlando,1976-10-06,no,
1234501000,Nathan,William,De,1989-09-25,no,
