Account Number,Transaction Posting date,Transaction capture date,Transaction amount,Debit or Credit,Transaction code,Transaction Currency
1234500535,2017-10-31,2017-10-31,768,D,10001,INR
1234500133,2017-07-26,2017-07-26,147,D,10001,CAD
1234500464,2018-01-17,2018-01-17,432,D,10001,INR
1234500849,2017-10-19,2017-10-19,729,D,10001,USD
1234500288,2017-09-27,2017-09-27,1144,D,10001,USD
1234500531,2018-02-15,2018-02-15,1342,D,10001,CAD
1234500854,2018-01-12,2018-01-12,988,C,2001,USD
1234500766,2017-12-12,2017-12-12,1156,C,2001,INR
1234500466,2017-07-08,2017-07-08,665,D,10001,HKD
1234500297,2017-11-01,2017-11-01,834,D,10001,INR
1234500678,2018-02-13,2018-02-13,105,D,10001,USD
1234500863,2017-07-02,2017-07-02,546,C,2001,INR
1234500592,2018-01-01,2018-01-01,1240,D,10001,USD
1234500019,2018-01-27,2018-01-27,269,D,10001,HKD
1234500386,2017-10-23,2017-10-23,152,D,10001,INR
1234500040,2017-08-16,2017-08-16,1244,C,2001,CAD
1234500894,2018-03-25,2018-03-25,950,D,10001,CAD
1234500267,2018-03-23,2018-03-23,560,C,2001,USD
1234500054,2018-03-24,2018-03-24,1482,D,10001,CAD
1234500185,2017-07-23,2017-07-23,184,D,10001,INR
1234500154,2018-01-18,2018-01-18,762,D,10001,CAD
1234500783,2018-03-09,2018-03-09,963,C,2001,CAD
1234500987,2017-08-24,2017-08-24,1229,C,2001,CAD
1234500587,2017-12-03,2017-12-03,431,C,2001,CAD
1234500850,2017-09-15,2017-09-15,453,C,2001,USD
1234500972,2017-11-26,2017-11-26,874,C,2001,USD
1234500405,2018-03-08,2018-03-08,869,C,2001,CAD
1234500464,2018-03-28,2018-03-28,406,C,2001,USD
1234500365,2017-09-29,2017-09-29,1054,D,10001,HKD
1234500756,2017-09-16,2017-09-16,108,D,10001,INR
1234500592,2017-08-27,2017-08-27,177,D,10001,USD
1234500499,2018-01-05,2018-01-05,967,C,2001,HKD
1234500968,2017-07-19,2017-07-19,1231,D,10001,USD
1234500068,2017-11-13,2017-11-13,148,C,2001,USD
1234500562,2018-01-26,2018-01-26,1479,C,2001,HKD
1234500557,2018-02-16,2018-02-16,813,D,10001,HKD
1234500614,2017-07-23,2017-07-23,968,C,2001,CAD
1234500262,2018-03-08,2018-03-08,1283,C,2001,HKD
1234500969,2018-02-19,2018-02-19,431,C,2001,USD
1234500627,2017-08-26,2017-08-26,1332,D,10001,CAD
1234500117,2018-01-13,2018-01-13,597,D,10001,INR
1234500872,2017-10-05,2017-10-05,853,D,10001,HKD
1234500876,2017-07-25,2017-07-25,756,D,10001,CAD
1234500677,2017-11-22,2017-11-22,113,D,10001,USD
1234500736,2017-07-10,2017-07-10,105,D,10001,USD
1234500014,2017-12-09,2017-12-09,1196,C,2001,USD
1234500978,2017-07-23,2017-07-23,706,C,2001,USD
1234500823,2017-12-19,2017-12-19,288,C,2001,USD
1234500118,2017-11-22,2017-11-22,288,D,10001,HKD
1234500527,2017-12-14,2017-12-14,719,C,2001,HKD
1234500170,2017-11-13,2017-11-13,520,C,2001,HKD
1234500790,2017-09-11,2017-09-11,850,D,10001,HKD
1234500942,2017-09-03,2017-09-03,868,C,2001,USD
1234500647,2017-08-18,2017-08-18,464,C,2001,HKD
1234500695,2018-02-17,2018-02-17,880,C,2001,CAD
1234500150,2017-09-02,2017-09-02,1078,C,2001,CAD
1234500955,2017-10-10,2017-10-10,250,D,10001,INR
1234500339,2017-07-20,2017-07-20,1179,C,2001,INR
1234500431,2018-02-20,2018-02-20,1327,D,10001,CAD
1234500596,2018-01-05,2018-01-05,1391,C,2001,USD
1234500303,2017-07-04,2017-07-04,1084,D,10001,INR
1234500827,2017-08-22,2017-08-22,1030,D,10001,USD
1234500783,2017-07-22,2017-07-22,1197,D,10001,USD
1234500847,2017-11-16,2017-11-16,1049,C,2001,HKD
1234500034,2018-03-30,2018-03-30,853,C,2001,INR
1234500140,2018-03-31,2018-03-31,1415,D,10001,CAD
1234500283,2018-02-14,2018-02-14,291,C,2001,INR
1234500934,2017-11-22,2017-11-22,1471,C,2001,HKD
1234500228,2018-03-03,2018-03-03,1301,C,2001,INR
1234500434,2018-03-25,2018-03-25,449,D,10001,CAD
1234500839,2018-03-02,2018-03-02,249,C,2001,INR
1234500796,2018-02-08,2018-02-08,1351,D,10001,INR
1234500555,2017-08-28,2017-08-28,836,C,2001,USD
1234500940,2018-03-01,2018-03-01,1128,C,2001,CAD
1234500502,2018-02-14,2018-02-14,1136,C,2001,USD
1234500288,2017-12-11,2017-12-11,330,D,10001,USD
1234500132,2017-07-16,2017-07-16,616,D,10001,INR
1234500714,2017-09-02,2017-09-02,1325,C,2001,INR
1234500744,2017-10-27,2017-10-27,1179,C,2001,USD
1234500182,2017-09-19,2017-09-19,525,D,10001,HKD
1234500243,2018-03-17,2018-03-17,253,C,2001,HKD
1234500183,2017-08-14,2017-08-14,366,D,10001,CAD
1234500207,2018-03-28,2018-03-28,1418,D,10001,CAD
1234500442,2017-12-02,2017-12-02,1055,C,2001,CAD
1234500485,2017-11-17,2017-11-17,213,C,2001,INR
1234500207,2017-11-20,2017-11-20,294,C,2001,HKD
1234500860,2017-07-07,2017-07-07,909,D,10001,USD
1234500979,2017-10-16,2017-10-16,1115,C,2001,HKD
1234500488,2017-07-10,2017-07-10,562,C,2001,CAD
1234500157,2018-01-25,2018-01-25,762,C,2001,HKD
1234500398,2017-09-24,2017-09-24,646,C,2001,USD
1234500731,2017-10-29,2017-10-29,249,D,10001,INR
1234500901,2018-01-16,2018-01-16,386,D,10001,CAD
1234500950,2018-01-25,2018-01-25,1396,C,2001,CAD
1234500625,2017-08-03,2017-08-03,931,D,10001,HKD
1234500129,2017-07-22,2017-07-22,170,D,10001,CAD
1234500798,2017-08-25,2017-08-25,601,C,2001,CAD
1234500605,2017-11-24,2017-11-24,756,D,10001,USD
1234500751,2018-03-02,2018-03-02,1168,D,10001,USD
1234500998,2017-12-31,2017-12-31,641,C,2001,CAD
1234500453,2018-01-11,2018-01-11,140,D,10001,USD
1234500317,2017-07-04,2017-07-04,143,D,10001,INR
1234500757,2018-01-29,2018-01-29,558,D,10001,INR
1234500904,2017-10-20,2017-10-20,1045,C,2001,USD
1234500367,2017-08-09,2017-08-09,1463,D,10001,HKD
1234500636,2017-08-25,2017-08-25,109,D,10001,INR
1234500857,2018-01-22,2018-01-22,823,C,2001,USD
1234500088,2017-10-16,2017-10-16,1316,D,10001,USD
1234500867,2017-07-26,2017-07-26,408,C,2001,USD
1234500449,2018-03-04,2018-03-04,764,C,2001,CAD
1234500823,2017-07-17,2017-07-17,987,D,10001,INR
1234500296,2017-08-27,2017-08-27,1221,D,10001,INR
1234500795,2017-11-11,2017-11-11,230,C,2001,HKD
1234500995,2017-11-14,2017-11-14,1083,D,10001,INR
1234500047,2018-01-14,2018-01-14,503,D,10001,HKD
1234500045,2017-07-12,2017-07-12,588,D,10001,HKD
1234500527,2018-01-12,2018-01-12,698,D,10001,HKD
1234500751,2017-07-11,2017-07-11,448,D,10001,HKD
1234500793,2017-10-15,2017-10-15,1420,D,10001,CAD
1234500779,2017-10-04,2017-10-04,1052,D,10001,CAD
1234500341,2018-01-21,2018-01-21,394,D,10001,USD
1234500121,2018-02-03,2018-02-03,1296,C,2001,INR
1234500575,2017-11-10,2017-11-10,1254,C,2001,INR
1234500850,2017-09-19,2017-09-19,1131,D,10001,HKD
1234500171,2017-10-22,2017-10-22,179,C,2001,CAD
1234500347,2017-08-14,2017-08-14,284,C,2001,INR
1234500973,2017-09-15,2017-09-15,239,C,2001,CAD
1234500707,2017-08-17,2017-08-17,1366,C,2001,INR
1234500095,2017-09-17,2017-09-17,1440,C,2001,CAD
1234500886,2017-10-17,2017-10-17,461,D,10001,CAD
1234500132,2017-12-09,2017-12-09,1476,D,10001,HKD
1234500866,2018-01-03,2018-01-03,804,D,10001,USD
1234500774,2017-12-05,2017-12-05,162,D,10001,CAD
1234500097,2018-01-05,2018-01-05,1451,D,10001,CAD
1234500095,2017-12-27,2017-12-27,703,D,10001,USD
1234500887,2017-09-25,2017-09-25,928,D,10001,CAD
1234500679,2017-07-03,2017-07-03,773,C,2001,INR
1234500410,2017-07-07,2017-07-07,1375,D,10001,USD
1234500724,2017-12-25,2017-12-25,362,D,10001,CAD
1234500191,2017-11-21,2017-11-21,385,D,10001,CAD
1234500428,2017-10-10,2017-10-10,598,D,10001,USD
1234500592,2018-01-18,2018-01-18,1074,C,2001,CAD
1234500476,2018-02-03,2018-02-03,299,C,2001,CAD
1234500899,2017-09-27,2017-09-27,803,C,2001,CAD
1234500261,2017-10-19,2017-10-19,1185,C,2001,USD
1234500669,2017-11-07,2017-11-07,566,D,10001,INR
1234500452,2018-03-12,2018-03-12,931,C,2001,CAD
1234500738,2017-10-18,2017-10-18,1100,D,10001,INR
1234500726,2018-02-07,2018-02-07,362,C,2001,CAD
1234500973,2017-09-20,2017-09-20,705,C,2001,INR
1234500369,2017-11-27,2017-11-27,1390,D,10001,HKD
1234500833,2017-10-11,2017-10-11,268,D,10001,CAD
1234500015,2018-02-02,2018-02-02,1316,D,10001,INR
1234500944,2017-10-10,2017-10-10,1454,C,2001,CAD
1234500226,2017-08-17,2017-08-17,1219,C,2001,INR
1234500934,2017-10-09,2017-10-09,310,D,10001,USD
1234500063,2017-10-19,2017-10-19,469,C,2001,CAD
1234500442,2017-07-10,2017-07-10,1167,D,10001,HKD
1234500252,2017-08-21,2017-08-21,1242,C,2001,HKD
1234500389,2018-01-20,2018-01-20,235,C,2001,INR
1234500395,2018-01-20,2018-01-20,1204,D,10001,CAD
1234500466,2017-12-20,2017-12-20,187,C,2001,INR
1234500266,2017-12-01,2017-12-01,359,C,2001,HKD
1234500806,2018-02-26,2018-02-26,800,C,2001,HKD
1234500639,2017-07-02,2017-07-02,1443,D,10001,INR
1234500576,2017-11-15,2017-11-15,977,C,2001,INR
1234500725,2017-11-03,2017-11-03,1027,C,2001,USD
1234500618,2017-09-11,2017-09-11,1368,C,2001,USD
1234500484,2018-02-20,2018-02-20,905,C,2001,HKD
1234500879,2018-02-08,2018-02-08,373,D,10001,CAD
1234500311,2017-08-15,2017-08-15,998,C,2001,HKD
1234500748,2018-02-11,2018-02-11,732,C,2001,CAD
1234500175,2017-10-29,2017-10-29,968,D,10001,INR
1234500017,2017-08-23,2017-08-23,1316,C,2001,INR
1234500353,2017-09-17,2017-09-17,1043,D,10001,INR
1234500976,2017-07-11,2017-07-11,310,C,2001,INR
1234500474,2017-08-05,2017-08-05,520,D,10001,CAD
1234500951,2018-03-25,2018-03-25,189,D,10001,CAD
1234500036,2018-03-27,2018-03-27,646,D,10001,HKD
1234500112,2018-01-28,2018-01-28,1445,C,2001,HKD
1234500161,2018-02-06,2018-02-06,620,C,2001,CAD
1234500486,2018-01-09,2018-01-09,1013,D,10001,USD
1234500856,2017-09-16,2017-09-16,837,C,2001,USD
1234500860,2017-10-16,2017-10-16,1116,D,10001,INR
1234500036,2017-07-26,2017-07-26,514,C,2001,CAD
1234500227,2017-09-11,2017-09-11,108,D,10001,USD
1234500044,2018-03-15,2018-03-15,411,D,10001,USD
1234500060,2017-10-21,2017-10-21,1044,C,2001,CAD
1234500825,2017-10-24,2017-10-24,1225,C,2001,INR
1234500905,2017-12-06,2017-12-06,413,D,10001,HKD
1234500118,2018-03-30,2018-03-30,827,D,10001,INR
1234500757,2018-02-24,2018-02-24,1041,D,10001,HKD
1234500388,2018-01-21,2018-01-21,893,D,10001,HKD
1234500730,2018-03-27,2018-03-27,837,D,10001,USD
1234500014,2018-01-30,2018-01-30,1070,C,2001,CAD
1234500521,2018-03-02,2018-03-02,684,D,10001,CAD
1234500820,2017-10-15,2017-10-15,1277,C,2001,CAD
1234500274,2018-03-05,2018-03-05,450,C,2001,HKD
1234500100,2017-09-26,2017-09-26,1194,D,10001,USD
1234500136,2017-10-13,2017-10-13,1345,C,2001,USD
1234500840,2017-09-28,2017-09-28,479,D,10001,USD
1234500028,2017-09-04,2017-09-04,261,D,10001,HKD
1234500695,2017-07-16,2017-07-16,1435,D,10001,INR
1234500553,2017-11-22,2017-11-22,1451,D,10001,CAD
1234500421,2017-10-15,2017-10-15,169,C,2001,USD
1234500424,2017-07-13,2017-07-13,782,D,10001,USD
1234500751,2017-12-09,2017-12-09,507,D,10001,HKD
1234500838,2018-01-04,2018-01-04,888,D,10001,INR
1234500497,2017-11-20,2017-11-20,627,D,10001,HKD
1234500931,2017-09-24,2017-09-24,1101,C,2001,INR
1234500433,2018-01-17,2018-01-17,175,D,10001,CAD
1234500163,2018-01-30,2018-01-30,1406,C,2001,USD
1234500549,2017-12-24,2017-12-24,320,C,2001,CAD
1234500855,2017-12-21,2017-12-21,707,D,10001,USD
1234500396,2018-03-07,2018-03-07,1235,C,2001,INR
1234500652,2017-12-25,2017-12-25,924,D,10001,HKD
1234500159,2017-07-04,2017-07-04,575,D,10001,HKD
1234500881,2017-09-01,2017-09-01,1412,D,10001,HKD
1234500512,2017-11-16,2017-11-16,427,D,10001,USD
1234500922,2018-02-12,2018-02-12,1352,C,2001,CAD
1234500032,2018-03-17,2018-03-17,818,C,2001,USD
1234500179,2018-03-19,2018-03-19,902,C,2001,CAD
1234500301,2017-12-27,2017-12-27,740,D,10001,CAD
1234500408,2017-12-25,2017-12-25,398,D,10001,INR
1234500270,2017-11-24,2017-11-24,1004,D,10001,INR
1234500562,2018-01-08,2018-01-08,360,D,10001,INR
1234500327,2017-12-29,2017-12-29,582,D,10001,HKD
1234500436,2018-02-05,2018-02-05,372,D,10001,CAD
1234500900,2017-07-01,2017-07-01,1280,D,10001,INR
1234500236,2018-03-22,2018-03-22,796,D,10001,USD
1234500078,2017-10-28,2017-10-28,1175,C,2001,INR
1234500406,2017-10-01,2017-10-01,945,C,2001,CAD
1234500528,2017-10-04,2017-10-04,407,D,10001,USD
1234500829,2017-08-05,2017-08-05,1429,D,10001,CAD
1234500600,2017-09-24,2017-09-24,558,D,10001,CAD
1234500021,2018-03-10,2018-03-10,669,D,10001,INR
1234500647,2017-11-18,2017-11-18,523,D,10001,INR
1234500150,2017-07-14,2017-07-14,249,D,10001,CAD
1234500679,2017-12-30,2017-12-30,122,D,10001,CAD
1234500784,2017-07-31,2017-07-31,970,C,2001,HKD
1234500720,2018-01-10,2018-01-10,1433,C,2001,INR
1234500274,2017-07-21,2017-07-21,1086,D,10001,HKD
1234500892,2018-02-23,2018-02-23,708,D,10001,HKD
1234500299,2017-10-05,2017-10-05,777,C,2001,USD
1234500461,2017-12-01,2017-12-01,744,C,2001,USD
1234500638,2018-01-29,2018-01-29,1033,C,2001,USD
1234500933,2017-08-22,2017-08-22,438,C,2001,CAD
1234500575,2017-10-05,2017-10-05,842,D,10001,CAD
1234500876,2017-09-05,2017-09-05,766,D,10001,CAD
1234500558,2017-07-22,2017-07-22,1266,D,10001,INR
1234500012,2017-07-11,2017-07-11,1353,D,10001,CAD
1234500064,2018-03-28,2018-03-28,1062,C,2001,USD
1234500526,2018-01-25,2018-01-25,1103,D,10001,CAD
1234500605,2018-03-28,2018-03-28,1334,D,10001,INR
1234500122,2018-03-08,2018-03-08,1133,D,10001,HKD
1234500893,2018-01-15,2018-01-15,876,C,2001,CAD
1234500637,2017-12-27,2017-12-27,274,C,2001,HKD
1234500880,2017-11-28,2017-11-28,160,D,10001,HKD
1234500182,2018-03-25,2018-03-25,1327,D,10001,HKD
1234500821,2017-12-30,2017-12-30,276,D,10001,USD
1234500715,2017-08-01,2017-08-01,642,D,10001,USD
1234500388,2017-08-14,2017-08-14,512,D,10001,HKD
1234500905,2018-02-13,2018-02-13,503,D,10001,USD
1234500649,2017-09-22,2017-09-22,1059,D,10001,INR
1234500196,2018-03-12,2018-03-12,427,D,10001,INR
1234500572,2017-12-03,2017-12-03,185,C,2001,CAD
1234500490,2017-09-03,2017-09-03,612,C,2001,CAD
1234500869,2017-11-26,2017-11-26,1431,D,10001,CAD
1234500276,2017-12-30,2017-12-30,628,D,10001,INR
1234500953,2018-01-08,2018-01-08,581,D,10001,CAD
1234500220,2018-02-23,2018-02-23,193,D,10001,CAD
1234500535,2017-07-24,2017-07-24,892,D,10001,USD
1234500869,2017-09-06,2017-09-06,896,D,10001,HKD
1234500991,2018-01-17,2018-01-17,1048,C,2001,USD
1234500560,2017-12-28,2017-12-28,102,C,2001,CAD
1234500870,2017-08-16,2017-08-16,1399,C,2001,HKD
1234500478,2017-11-04,2017-11-04,1263,C,2001,CAD
1234500993,2017-10-21,2017-10-21,1155,D,10001,INR
1234500082,2017-10-19,2017-10-19,898,D,10001,USD
1234500672,2017-07-10,2017-07-10,1324,C,2001,HKD
1234500113,2017-12-10,2017-12-10,164,D,10001,HKD
1234500615,2017-07-24,2017-07-24,980,C,2001,HKD
1234500484,2017-11-12,2017-11-12,371,D,10001,CAD
1234500997,2017-10-23,2017-10-23,235,C,2001,CAD
1234500196,2018-01-06,2018-01-06,141,D,10001,USD
1234500423,2017-11-10,2017-11-10,443,C,2001,INR
1234500838,2017-08-06,2017-08-06,649,D,10001,CAD
1234500566,2017-07-16,2017-07-16,532,D,10001,CAD
1234500327,2017-07-25,2017-07-25,627,C,2001,USD
1234500135,2018-02-01,2018-02-01,112,C,2001,USD
1234500191,2017-12-15,2017-12-15,309,C,2001,HKD
1234500597,2018-03-25,2018-03-25,316,D,10001,USD
1234500846,2017-12-30,2017-12-30,443,D,10001,CAD
1234500832,2017-11-06,2017-11-06,1120,C,2001,CAD
1234500363,2018-02-22,2018-02-22,934,D,10001,USD
1234500865,2017-08-16,2017-08-16,433,D,10001,USD
1234500605,2018-01-16,2018-01-16,148,C,2001,CAD
1234500182,2017-07-14,2017-07-14,241,C,2001,USD
1234500342,2017-10-26,2017-10-26,1468,D,10001,USD
1234500219,2017-12-27,2017-12-27,1368,C,2001,USD
1234500607,2017-07-31,2017-07-31,600,C,2001,INR
1234500634,2018-02-21,2018-02-21,331,D,10001,CAD
1234500565,2017-08-23,2017-08-23,1192,D,10001,CAD
1234500122,2017-12-10,2017-12-10,897,D,10001,INR
1234500231,2017-12-10,2017-12-10,1479,C,2001,USD
1234500917,2017-12-23,2017-12-23,1272,D,10001,USD
1234500590,2017-07-24,2017-07-24,555,C,2001,CAD
1234500372,2017-08-25,2017-08-25,1438,D,10001,USD
1234500064,2017-08-24,2017-08-24,732,C,2001,INR
1234500510,2018-02-28,2018-02-28,106,D,10001,USD
1234500890,2017-10-21,2017-10-21,122,D,10001,USD
1234500273,2017-08-19,2017-08-19,1100,D,10001,USD
1234500396,2018-03-21,2018-03-21,493,C,2001,USD
1234500394,2017-10-26,2017-10-26,691,C,2001,INR
1234500725,2017-12-18,2017-12-18,632,D,10001,CAD
1234500483,2017-10-15,2017-10-15,928,C,2001,CAD
1234500323,2017-07-08,2017-07-08,701,C,2001,CAD
1234500961,2018-03-31,2018-03-31,166,C,2001,CAD
1234500909,2018-02-03,2018-02-03,833,C,2001,CAD
1234500614,2017-07-30,2017-07-30,960,C,2001,USD
1234500209,2017-07-02,2017-07-02,215,D,10001,CAD
1234500208,2017-12-15,2017-12-15,1447,C,2001,USD
1234500190,2017-09-30,2017-09-30,1281,C,2001,USD
1234500692,2017-08-02,2017-08-02,1242,D,10001,USD
1234500078,2017-12-07,2017-12-07,164,D,10001,HKD
1234500084,2017-07-07,2017-07-07,638,C,2001,USD
1234500640,2017-09-09,2017-09-09,692,D,10001,CAD
1234500193,2017-07-04,2017-07-04,1437,D,10001,HKD
1234500696,2018-03-23,2018-03-23,216,D,10001,INR
1234500302,2018-02-20,2018-02-20,808,C,2001,INR
1234500617,2017-09-12,2017-09-12,287,D,10001,CAD
1234500714,2017-10-21,2017-10-21,787,D,10001,USD
1234500745,2017-08-01,2017-08-01,1311,C,2001,CAD
1234500383,2017-10-17,2017-10-17,232,D,10001,USD
1234500898,2017-11-22,2017-11-22,1401,D,10001,USD
1234500492,2017-11-25,2017-11-25,681,C,2001,USD
1234500030,2017-07-15,2017-07-15,1489,D,10001,USD
1234500128,2017-08-22,2017-08-22,639,C,2001,INR
1234500042,2017-10-18,2017-10-18,1107,D,10001,CAD
1234500288,2018-02-01,2018-02-01,866,D,10001,CAD
1234500018,2017-11-03,2017-11-03,444,C,2001,HKD
1234500838,2017-08-23,2017-08-23,1474,D,10001,USD
1234500084,2017-10-17,2017-10-17,254,D,10001,USD
1234500219,2017-11-12,2017-11-12,1101,D,10001,INR
1234500251,2017-12-15,2017-12-15,842,C,2001,CAD
1234500925,2018-03-24,2018-03-24,897,D,10001,HKD
1234500709,2018-01-12,2018-01-12,254,D,10001,CAD
1234500542,2017-11-03,2017-11-03,987,C,2001,CAD
1234500387,2018-01-02,2018-01-02,1163,C,2001,USD
1234500141,2017-08-04,2017-08-04,1478,D,10001,CAD
1234500117,2017-11-12,2017-11-12,1286,D,10001,USD
1234500758,2017-11-21,2017-11-21,1382,C,2001,CAD
1234500011,2017-07-02,2017-07-02,833,C,2001,CAD
1234500726,2017-12-24,2017-12-24,1087,D,10001,CAD
1234500431,2017-10-12,2017-10-12,566,D,10001,HKD
1234500114,2017-12-11,2017-12-11,1400,D,10001,USD
1234500998,2017-07-17,2017-07-17,1176,D,10001,HKD
1234500396,2018-02-02,2018-02-02,1419,D,10001,INR
1234500555,2017-12-26,2017-12-26,464,C,2001,INR
1234500884,2017-10-25,2017-10-25,514,D,10001,INR
1234500518,2017-08-24,2017-08-24,1495,D,10001,HKD
1234501000,2017-12-31,2017-12-31,288,D,10001,INR
1234500839,2017-08-18,2017-08-18,575,D,10001,INR
1234500016,2018-03-02,2018-03-02,1094,D,10001,HKD
1234500215,2017-07-10,2017-07-10,121,C,2001,HKD
1234500596,2018-03-29,2018-03-29,1302,C,2001,INR
1234500636,2017-11-11,2017-11-11,1131,C,2001,USD
1234500139,2018-01-28,2018-01-28,1479,D,10001,CAD
1234500110,2017-11-15,2017-11-15,1049,D,10001,HKD
1234500215,2017-07-06,2017-07-06,1097,C,2001,INR
1234500546,2017-09-22,2017-09-22,287,D,10001,CAD
1234500103,2017-09-27,2017-09-27,728,C,2001,CAD
1234500951,2017-08-20,2017-08-20,243,D,10001,INR
1234500712,2017-10-30,2017-10-30,598,C,2001,USD
1234500568,2017-08-09,2017-08-09,844,D,10001,INR
1234500713,2017-07-27,2017-07-27,130,C,2001,USD
1234500036,2018-02-05,2018-02-05,334,C,2001,HKD
1234500641,2017-12-14,2017-12-14,1137,D,10001,HKD
1234500490,2017-09-13,2017-09-13,953,C,2001,HKD
1234500989,2017-11-14,2017-11-14,201,D,10001,HKD
1234500985,2017-09-23,2017-09-23,876,C,2001,HKD
1234500295,2017-11-01,2017-11-01,901,C,2001,CAD
1234500119,2017-10-09,2017-10-09,1152,D,10001,CAD
1234500322,2018-01-02,2018-01-02,1187,D,10001,HKD
1234500483,2017-11-12,2017-11-12,117,D,10001,INR
1234500809,2017-08-20,2017-08-20,125,C,2001,INR
1234500982,2017-08-09,2017-08-09,449,C,2001,CAD
1234500772,2017-08-04,2017-08-04,367,D,10001,USD
1234500779,2018-02-28,2018-02-28,561,C,2001,USD
1234500364,2017-08-02,2017-08-02,872,C,2001,CAD
1234500540,2018-01-24,2018-01-24,1034,C,2001,INR
1234500099,2018-01-16,2018-01-16,1126,C,2001,CAD
1234500086,2017-12-26,2017-12-26,718,D,10001,HKD
1234500768,2018-01-03,2018-01-03,1431,D,10001,INR
1234500648,2017-12-28,2017-12-28,1452,D,10001,HKD
1234500206,2018-03-05,2018-03-05,645,C,2001,HKD
1234500664,2017-08-04,2017-08-04,808,C,2001,INR
1234500539,2018-03-18,2018-03-18,864,C,2001,CAD
1234500245,2017-11-14,2017-11-14,194,C,2001,USD
1234500234,2018-02-28,2018-02-28,1456,C,2001,HKD
1234500671,2017-12-08,2017-12-08,1045,D,10001,USD
1234500164,2018-01-06,2018-01-06,294,D,10001,HKD
1234500034,2018-03-12,2018-03-12,1218,D,10001,CAD
1234500386,2017-12-16,2017-12-16,837,C,2001,USD
1234500367,2017-09-19,2017-09-19,1255,C,2001,CAD
1234500434,2017-12-07,2017-12-07,988,C,2001,HKD
1234500872,2017-09-12,2017-09-12,1179,D,10001,CAD
1234500345,2018-02-10,2018-02-10,1157,D,10001,USD
1234500221,2017-11-13,2017-11-13,313,C,2001,INR
1234500585,2017-12-08,2017-12-08,518,C,2001,INR
1234500985,2017-10-12,2017-10-12,757,C,2001,HKD
1234500068,2018-01-22,2018-01-22,722,D,10001,HKD
1234500069,2017-11-10,2017-11-10,240,D,10001,USD
1234500339,2017-12-22,2017-12-22,952,D,10001,CAD
1234500764,2017-12-17,2017-12-17,355,C,2001,USD
1234500831,2018-03-14,2018-03-14,540,D,10001,HKD
1234500845,2017-10-21,2017-10-21,980,D,10001,USD
1234500679,2018-02-06,2018-02-06,254,C,2001,INR
1234500651,2017-08-02,2017-08-02,1248,D,10001,HKD
1234500665,2018-01-30,2018-01-30,1182,C,2001,INR
1234500788,2017-08-12,2017-08-12,1031,D,10001,USD
1234500415,2018-01-23,2018-01-23,775,D,10001,INR
1234500419,2017-07-05,2017-07-05,979,D,10001,USD
1234500050,2017-11-10,2017-11-10,646,D,10001,CAD
1234500125,2018-01-02,2018-01-02,230,C,2001,CAD
1234500220,2018-01-18,2018-01-18,309,D,10001,INR
1234500836,2017-09-12,2017-09-12,1396,D,10001,CAD
1234500694,2018-01-06,2018-01-06,526,C,2001,CAD
1234500368,2017-11-10,2017-11-10,974,D,10001,INR
1234500235,2017-10-29,2017-10-29,1310,D,10001,USD
1234500106,2017-09-30,2017-09-30,164,C,2001,USD
1234500354,2017-12-03,2017-12-03,889,C,2001,HKD
1234500310,2017-09-20,2017-09-20,1298,D,10001,USD
1234500775,2017-10-04,2017-10-04,1049,D,10001,INR
1234500412,2017-12-12,2017-12-12,432,D,10001,HKD
1234500798,2018-01-13,2018-01-13,1287,D,10001,USD
1234500878,2018-02-05,2018-02-05,664,D,10001,INR
1234500670,2017-11-13,2017-11-13,389,D,10001,HKD
1234500361,2017-07-23,2017-07-23,1056,C,2001,CAD
1234500326,2018-01-19,2018-01-19,498,C,2001,HKD
1234500309,2018-03-11,2018-03-11,767,D,10001,CAD
1234500685,2018-01-19,2018-01-19,1028,C,2001,USD
1234500795,2017-09-30,2017-09-30,687,C,2001,USD
1234500666,2018-02-06,2018-02-06,333,C,2001,CAD
1234500332,2018-03-21,2018-03-21,954,C,2001,HKD
1234500087,2018-01-01,2018-01-01,294,C,2001,INR
1234500863,2017-08-29,2017-08-29,639,D,10001,INR
1234500825,2017-07-30,2017-07-30,419,D,10001,HKD
1234500323,2018-01-07,2018-01-07,578,D,10001,USD
1234500930,2017-09-10,2017-09-10,887,D,10001,USD
1234500160,2017-12-03,2017-12-03,887,C,2001,HKD
1234500362,2018-02-08,2018-02-08,511,C,2001,USD
1234500502,2017-09-03,2017-09-03,404,D,10001,HKD
1234500616,2017-09-14,2017-09-14,846,D,10001,CAD
1234500541,2018-02-02,2018-02-02,1253,D,10001,HKD
1234500810,2017-07-16,2017-07-16,1409,C,2001,CAD
1234500503,2017-07-17,2017-07-17,560,C,2001,INR
1234500665,2018-01-05,2018-01-05,1175,D,10001,HKD
1234500995,2018-03-18,2018-03-18,1434,C,2001,INR
1234500208,2018-03-04,2018-03-04,1456,C,2001,HKD
1234500848,2017-11-21,2017-11-21,322,C,2001,USD
1234500334,2018-03-03,2018-03-03,1101,C,2001,CAD
1234500837,2017-10-19,2017-10-19,978,D,10001,CAD
1234500714,2017-08-07,2017-08-07,567,C,2001,USD
1234500395,2018-01-19,2018-01-19,494,D,10001,CAD
1234500346,2017-12-15,2017-12-15,1373,D,10001,CAD
1234500704,2017-07-08,2017-07-08,203,C,2001,INR
